path_idx,path_hops,relation_seq,weight_mean,weight_std,weight_min,weight_max
61,2,contraindication | contraindication,0.016439942953487236,0.0017307234117724054,0.014883427880704403,0.01874506287276745
61,2,contraindication | disease_disease,0.011694882065057755,,0.011694882065057755,0.011694882065057755
61,2,drug_drug | contraindication,0.016041889786720276,,0.016041889786720276,0.016041889786720276
61,2,drug_drug | drug_drug,0.015105077375968298,0.000627632243685939,0.013785275630652905,0.015773102641105652
61,2,drug_protein | disease_protein,0.01722281239926815,0.0005578112331532617,0.01660844124853611,0.017697522416710854
61,2,drug_protein | drug_protein,0.011262264102697372,0.0036209641999287788,0.008281122893095016,0.015291728079319
61,2,drug_protein | protein_protein,0.015874759604533512,0.0030886971457248715,0.013421145267784595,0.019343191757798195
61,2,indication | disease_protein,0.01239757239818573,,0.01239757239818573,0.01239757239818573
62,1,contraindication,0.012817062030080706,0.005212004444596919,0.006340812426060438,0.01932811737060547
62,1,drug_drug,0.013989689164727136,0.00199696812819925,0.007629422936588526,0.017511073499917984
62,1,drug_protein,0.020630259066820145,,0.020630259066820145,0.020630259066820145
62,2,contraindication | contraindication,0.016325118796279032,0.002032043180837302,0.01440482959151268,0.019446350634098053
62,2,contraindication | disease_disease,0.010779635049402714,,0.010779635049402714,0.010779635049402714
62,2,drug_drug | contraindication,0.015293356031179428,,0.015293356031179428,0.015293356031179428
62,2,drug_drug | drug_drug,0.015210679628782801,0.0007755194247339781,0.013458204455673695,0.015924597159028053
62,2,drug_protein | disease_protein,0.015851838514208794,0.001650583631594233,0.014328879304230213,0.017605725675821304
62,2,drug_protein | drug_protein,0.011266293004155159,0.0036574254396434932,0.008090797811746597,0.015265250578522682
62,2,drug_protein | protein_protein,0.018932363639275234,0.005547680960099891,0.015325134620070457,0.02532048337161541
62,2,indication | disease_protein,0.011660970747470856,,0.011660970747470856,0.011660970747470856
63,1,contraindication,0.01183388807112351,0.004705996615956736,0.006922211032360792,0.019006272777915
63,1,drug_drug,0.014012428506320675,0.0018967009251224562,0.007702282629907131,0.017004646360874176
63,1,drug_protein,0.02009737119078636,,0.02009737119078636,0.02009737119078636
63,2,contraindication | contraindication,0.016758407310893137,0.002081583114639589,0.014766111969947815,0.019477758556604385
63,2,contraindication | disease_disease,0.011882209219038486,,0.011882209219038486,0.011882209219038486
63,2,drug_drug | contraindication,0.01701507531106472,,0.01701507531106472,0.01701507531106472
63,2,drug_drug | drug_drug,0.015054255206551816,0.0006711408088202714,0.013653379864990711,0.015847519040107727
63,2,drug_protein | disease_protein,0.01420126692391932,0.0015654239180488685,0.01225616317242384,0.016088806092739105
63,2,drug_protein | drug_protein,0.011484558694064617,0.0035273742618178116,0.008254130370914936,0.015248171985149384
63,2,drug_protein | protein_protein,0.013493123929947615,0.0010350047686935805,0.01276126503944397,0.01422498282045126
63,2,indication | disease_protein,0.01203174702823162,,0.01203174702823162,0.01203174702823162
